,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
27,dialseg711_dial_001,4,agent,We have 14 indian restaurants in the expensive category. Do you have any more information to narrow down the search?,0,0,
28,dialseg711_dial_001,5,user,I do not. Is there one you can recommend?,0,0,
29,dialseg711_dial_001,6,agent,"I can recommend one for you, but first is there a particular part of town you would like to travel too?",0,0,
30,dialseg711_dial_001,7,user,"Any part of town is fine, I just need the address and postcode of one you'd recommend.",0,0,
31,dialseg711_dial_001,8,agent,I would recommend the Maharajah Tandoori Restaurant. It's in the west end. The address is 41518 Castle Street City Centre. The postcode is cb30ah. Shall I make a booking?,0,1,
32,dialseg711_dial_001,9,user,"Car I need to get at my friends house near my current location, please send me their address on the screen",1,0,
33,dialseg711_dial_001,10,agent,Tom lives at 580 Van Ness Ave.,1,1,
34,dialseg711_dial_001,11,user,looking for a place to dine. The restaurant should serve british food and should be in the expensive price range.,2,0,
35,dialseg711_dial_001,12,agent,Fitzbillies restaurant at 51 Trumpington Street City Centre fits your request. Would you like me to book a table for you?,2,0,
36,dialseg711_dial_001,13,user,I would. It's a party of 6 for Monday at 15:45. Can I get the reference number when you're done?,2,0,
37,dialseg711_dial_001,14,agent,Your reservation has been made. The reference number is GK4F8AFS. Is there anything else I can help you with?,2,0,
38,dialseg711_dial_001,15,user,"No, that's everything. Thanks for your help.",2,0,
39,dialseg711_dial_001,16,agent,welcome next time,2,1,
40,dialseg711_dial_001,17,user,Im looking for a shopping mall around here.,3,0,
41,dialseg711_dial_001,18,agent,The Topanga mall is 4 miles away.,3,0,
42,dialseg711_dial_001,19,user,What is the address?,3,0,
43,dialseg711_dial_001,20,agent,The address to Topanga mall is 171 Oak Rd.,3,0,
44,dialseg711_dial_001,21,user,Set GPS for the quickest route to get there.,3,0,
45,dialseg711_dial_001,22,agent,GPS set for quickest route to Topanga Mall.,3,1,
46,dialseg711_dial_001,23,user,Is there rain on Sunday,4,0,
47,dialseg711_dial_001,24,agent,What city would you like the forecast for?,4,0,
48,dialseg711_dial_001,25,user,Compton.,4,0,
49,dialseg711_dial_001,26,agent,It will not rain on Saturday in Compton.,4,0,
50,dialseg711_dial_002,1,user,Schedule a meeting today at 9 am with management to discuss the company picnic.,0,0,
51,dialseg711_dial_002,2,agent,Setting reminder for meeting with management to discuss company picnic for today at 9 am.,0,0,
52,dialseg711_dial_002,3,user,Thanks!,0,0,
53,dialseg711_dial_002,4,agent,You are welcome.,0,1,
54,dialseg711_dial_002,5,user,what will the weather be like in the city,1,0,
55,dialseg711_dial_002,6,agent,What city do you want the weather for?,1,0,
56,dialseg711_dial_002,7,user,The 7 day for Fresno please.,1,0,
57,dialseg711_dial_002,8,agent,"In Fresno, it will be misty Monday foggy Tuesday, humid Wednesday, drizzle Thursday, clear Friday, hail Saturday and be windy Sunday.",1,1,
58,dialseg711_dial_002,9,user,I'm looking for a train departing from ely.,2,0,
59,dialseg711_dial_002,10,agent,On what day do you wish to travel and to what destination?,2,0,
60,dialseg711_dial_002,11,user,"I'd like to travel to Cambridge on Wednesday, but I don't want to leave before noon.",2,0,
61,dialseg711_dial_002,12,agent,I have a train to Cambridge leaving Ely at 13:35. Will this work for you?,2,0,
62,dialseg711_dial_002,13,user,"That should work. I need booking for 2 people and I will need the reference number, please.",2,0,
63,dialseg711_dial_002,14,agent,I have booked two spots for you. The reference number is IU3F4FKV,2,0,
64,dialseg711_dial_002,15,user,Wonderful. Thank you.,2,0,
65,dialseg711_dial_002,16,agent,You're welcome. Is there anything else you may need?,2,1,
66,dialseg711_dial_002,17,user,Good evening. Can you help me find a guesthouse to stay at for the weekend?,3,0,
67,dialseg711_dial_002,18,agent,"acorn guest house is in the north part of town and available, when would you like to stay?",3,0,
68,dialseg711_dial_002,19,user,Does it have free WiFi?,3,0,
69,dialseg711_dial_002,20,agent,"Yes, it does! It also has free parking.",3,0,
70,dialseg711_dial_002,21,user,Could I get the phone number for them.,3,0,
71,dialseg711_dial_002,22,agent,Phone number is 01223353888.,3,0,
72,dialseg711_dial_002,23,user,"Thanks. Oh, I forgot to ask, is that in the moderate price range?",3,0,
73,dialseg711_dial_002,24,agent,The Acorn guesthouse is in the moderate range. Would you like to book a room?,3,1,
74,dialseg711_dial_002,25,user,what is the temperature outside,4,0,
75,dialseg711_dial_002,26,agent,Where are you located?,4,0,
76,dialseg711_dial_002,27,user,What is the temperature in Camarillo right now?,4,0,
77,dialseg711_dial_002,28,agent,Right now the temperature in Camarillo is a low of 50F and a high of 70F.,4,0,
78,dialseg711_dial_003,1,user,I need a taxi to come after 19:30.,0,0,
79,dialseg711_dial_003,2,agent,Where would you like to be picked up from?,0,0,
80,dialseg711_dial_003,3,user,I am in wandlebury country park.,0,0,
81,dialseg711_dial_003,4,agent,Where will you be going to?,0,0,
82,dialseg711_dial_003,5,user,I'll be going to meze bar restaurant.,0,0,
83,dialseg711_dial_003,6,agent,You are booked on a red lexus .,0,0,
84,dialseg711_dial_003,7,user,Great. Can I get a contact number?,0,0,
85,dialseg711_dial_003,8,agent,"Yes, your contact number is 07236149315. Do you need other bookings?",0,1,
86,dialseg711_dial_003,9,user,Where is the nearest hospital?,1,0,
87,dialseg711_dial_003,10,agent,"Stanford Childrens Health is the only hospital I can find. It is located at 899 Ames Ct which is 6 miles away, but there is a road block near it.",1,0,
88,dialseg711_dial_003,11,user,"Oh no I have to get there, what's the address?",1,0,
89,dialseg711_dial_003,12,agent,"The address is 899 Ames Ct, I sent the best route on your screen",1,1,
90,dialseg711_dial_003,13,user,I'm looking for a restaurant in the south that serves international food.,2,0,
91,dialseg711_dial_003,14,agent,"Unfortunately, I was unable to find a restaurant in the south that serves international cuisine. Is there another type of cuisine that would interest you?",2,0,
92,dialseg711_dial_003,15,user,"No, I really need a restaurant in the south that serves international food.",2,0,
93,dialseg711_dial_003,16,agent,There is international food in the east and centre of town. The south has many cuisines but no international food.,2,0,
94,dialseg711_dial_003,17,user,Are there any restaurants in the south that serve Indian food?,2,0,
95,dialseg711_dial_003,18,agent,Taj tandoori is a Indian place that is in the south. The number is 01223412299.,2,0,
96,dialseg711_dial_003,19,user,Will you please book a table for 4 people at 16:15 on wednesday?,2,0,
97,dialseg711_dial_003,20,agent,"Unfortunately, the time and day you've chosen is unavailable. Would you like to book a different time or day?",2,0,
98,dialseg711_dial_003,21,user,"We can go earlier. How about 15:15, please?",2,0,
99,dialseg711_dial_003,22,agent,Booking was successful for 15:15. The table will be reserved for 15 minutes. Your reference number is XQA73LQL. Anything else?,2,1,
100,dialseg711_dial_003,23,user,I am looking for a train to Cambridge.,3,0,
101,dialseg711_dial_003,24,agent,When will you be travelling?,3,0,
102,dialseg711_dial_003,25,user,I'll be leaving Friday after 20:45.,3,0,
103,dialseg711_dial_003,26,agent,I have several options for you depending on your departure site. Where will you be leaving from?,3,0,
104,dialseg711_dial_003,27,user,I need to depart from Cabridge and go to Bishops Stortford.,3,0,
105,dialseg711_dial_003,28,agent,There are few options to choose from. How many people are traveling?,3,0,
106,dialseg711_dial_003,29,user,I will have 2 people traveling.,3,0,
107,dialseg711_dial_003,30,agent,"Okay, would you like me to book TR4664?",3,0,
108,dialseg711_dial_003,31,user,"Yes, please. I need the reference number.",3,0,
109,dialseg711_dial_003,32,agent,The reference number is 0JI02QOT. Can I help you with anything else?,3,1,
110,dialseg711_dial_003,33,user,Can you give me the price for a large pizza and what type of pizzas they offer at Pizza Express fen ditton please,4,0,
111,dialseg711_dial_003,34,agent,Would you like to book a reservation at Pizza Express?,4,0,
112,dialseg711_dial_003,35,user,What is the price range of Pizza Express?,4,0,
113,dialseg711_dial_003,36,agent,Pizza Express Fen Ditton is in the moderate price range.,4,0,
114,dialseg711_dial_003,37,user,What is the food type at Pizza Express?,4,0,
115,dialseg711_dial_003,38,agent,It is italian food.,4,0,
116,dialseg711_dial_003,39,user,"Okay, thank you.",4,0,
117,dialseg711_dial_003,40,agent,Would you like me to book it for you?,4,0,
118,dialseg711_dial_004,1,user,I need a taxi to take me to yippee noodle bar by 9:45,0,0,
119,dialseg711_dial_004,2,agent,"Absolutely, where will the taxi be picking you up from today?",0,0,
120,dialseg711_dial_004,3,user,The Rajmahal please,0,0,
121,dialseg711_dial_004,4,agent,"All right, a blue skoda will come for you. Should you need to contact them, the number is 07714291108.",0,1,
122,dialseg711_dial_004,5,user,Can you find me the closest hospital to me?,1,0,
123,dialseg711_dial_004,6,agent,"The closest hospital, Stanford Express Care is 8 miles from your location",1,0,
124,dialseg711_dial_004,7,user,How's the traffic?,1,0,
125,dialseg711_dial_004,8,agent,There is a car collision nearby.,1,0,
126,dialseg711_dial_004,9,user,Can we avoid the collision?,1,0,
127,dialseg711_dial_004,10,agent,"Yes, I can help you avoid the collision.",1,0,
128,dialseg711_dial_004,11,user,"Great, please give me the address and details via the quickest route.",1,0,
129,dialseg711_dial_004,12,agent,"The address is 214 El Camino Real, I highlighted it on your map together with the quickest route",1,1,
130,dialseg711_dial_004,13,user,is it going to rain sometime this week,2,0,
131,dialseg711_dial_004,14,agent,What city are you inquiring about?,2,0,
132,dialseg711_dial_004,15,user,"Redwood City, please.",2,0,
133,dialseg711_dial_004,16,agent,It will drizzle on Wednesday and Thursday in Redwood City.,2,1,
134,dialseg711_dial_004,17,user,I'm hurt and I need the nearest hospital.,3,0,
135,dialseg711_dial_004,18,agent,The nearest hospital is Addenbrookes Hospital.,3,0,
136,dialseg711_dial_004,19,user,Can I get the address and phone number?,3,0,
137,dialseg711_dial_004,20,agent,I'm just going to call an ambulance.,3,0,
138,dialseg711_dial_004,21,user,"No thank you, just give me the address, postcode, and phone number please.",3,0,
139,dialseg711_dial_004,22,agent,Addesbrookes Hospital is located on Hills Rd with the postcode CB20QQ. The direct phone number for the emergency department is 01223217118. Are you sure I can't book you an ambulance?,3,1,
140,dialseg711_dial_004,23,user,Will it be humid in San Jose next week?,4,0,
141,dialseg711_dial_004,24,agent,It will be humid on Tuesday and Sunday in San Jose.,4,0,
142,dialseg711_dial_005,1,user,"Hi, I'm looking for an expensive restaurant.",0,0,
143,dialseg711_dial_005,2,agent,"Okay, we have 57 restaurants in that price range. Are you looking for a place in a certain part of town?",0,0,
144,dialseg711_dial_005,3,user,I'd like something in the centre if possible.,0,0,
145,dialseg711_dial_005,4,agent,Most of the expensive restaurants in Cambridge happen to be in the center of town! Would you like to try some British food at Fitzbillies?,0,0,
146,dialseg711_dial_005,5,user,"That sounds nice! Can I just get their phone number, address, and postcode?",0,0,
147,dialseg711_dial_005,6,agent,"The address is 51 Trumpington Street City Centre, the phone number is 01223352500, and the postcode is cb21rg. Is there anything else I can help you with today?",0,1,
148,dialseg711_dial_005,7,user,Can you book me a taxi to riverside brasserie?,1,0,
149,dialseg711_dial_005,8,agent,Sure! Where are you coming from?,1,0,
150,dialseg711_dial_005,9,user,I will be leaving the good luck chinese food takeaway.,1,0,
151,dialseg711_dial_005,10,agent,"Ok, what time would you like to leave by?",1,0,
152,dialseg711_dial_005,11,user,I actually need to arrive by 12:45,1,0,
153,dialseg711_dial_005,12,agent,"Your booking is completed, a grey honda will be picking you up. The contact number is 07290151077.",1,1,
154,dialseg711_dial_005,13,user,What will the high temperature be for Los Angeles?,2,0,
155,dialseg711_dial_005,14,agent,Today there is going to be frost in Los Angeles. Would you like to know about some other day?,2,0,
156,dialseg711_dial_005,15,user,What will the highest temperature be on Monday?,2,0,
157,dialseg711_dial_005,16,agent,The high in Los Angeles will be 50F on Monday.,2,1,
158,dialseg711_dial_005,17,user,Could you please get me a train?,3,0,
159,dialseg711_dial_005,18,agent,Sure I can help you find a train. Where are you needing to go and where are you coming from? What time do you need to leave by?,3,0,
160,dialseg711_dial_005,19,user,I am leaving Leicester and I need to leave by 20:30.,3,0,
161,dialseg711_dial_005,20,agent,What is your destination and day of travel?,3,0,
162,dialseg711_dial_005,21,user,Cambridge and on friday. Can I just get the travel time for the train? Thanks!,3,0,
163,dialseg711_dial_005,22,agent,The first train leaving after 20:30 is 21:09 and the travel time is 105 minutes.,3,0,
164,dialseg711_dial_005,23,user,"That sounds perfect, thank you for your help.",3,0,
165,dialseg711_dial_005,24,agent,Would you like me to book it for you?,3,0,
166,dialseg711_dial_005,25,user,"No, that's OK, I'll get my tickets at the station. I just needed information.",3,0,
167,dialseg711_dial_005,26,agent,Can I assist you with anything else today?,3,0,
168,dialseg711_dial_005,27,user,"No, that's all. Thanks.",3,0,
169,dialseg711_dial_005,28,agent,"I'm sorry, I think I misunderstood you. You want to leave before 20:30. You should book TR2602, leaving at 20:09. Travel time is 105 minutes.",3,1,
170,dialseg711_dial_005,29,user,"Hi I need a taxi to jesus green outdoor pool, but I can't leave until after 18:30. Can you help?",4,0,
171,dialseg711_dial_005,30,agent,I'd be happy to help! Where are you coming from?,4,0,
172,dialseg711_dial_005,31,user,I will be leaving from the Fitzbillies restaurant.,4,0,
173,dialseg711_dial_005,32,agent,"I have confirmed your taxi, a blue tesla will be picking you up at 18:30.",4,0,
174,dialseg711_dial_005,33,user,Awesome. Can I have the contact number?,4,0,
175,dialseg711_dial_005,34,agent,Of course. The contact number is 07613765039.,4,0,
176,dialseg711_dial_006,1,user,I am looking for a guesthouse to stay in over the weekend. I don't need internet or free parking.,0,0,
177,dialseg711_dial_006,2,agent,How about the Avalon?,0,0,
178,dialseg711_dial_006,3,user,The Avalon sounds good. What is the address?,0,0,
179,dialseg711_dial_006,4,agent,"The Avalon is located at 62 Gilbert Road, CB43PD. Would you like me to book this for you?",0,1,
180,dialseg711_dial_006,5,user,I need a taxi to go to cambridge punter.,1,0,
181,dialseg711_dial_006,6,agent,"I can help you with that, where are you departing from?",1,0,
182,dialseg711_dial_006,7,user,I'm leaving from addenbrookes hospital.,1,0,
183,dialseg711_dial_006,8,agent,What time would you like to leave addenbrookes hospital?,1,0,
184,dialseg711_dial_006,9,user,"I want to leave the hospital after 08:15, please.",1,0,
185,dialseg711_dial_006,10,agent,Your taxi is booked. Look for a blue Toyota.,1,0,
186,dialseg711_dial_006,11,user,What is the contact number for the blue Toyota?,1,0,
187,dialseg711_dial_006,12,agent,The contact number is 07738411271. Is there anything else we can help you with?,1,1,
188,dialseg711_dial_006,13,user,I need to book a train for 8:45 to go to london kings crossing.,2,0,
189,dialseg711_dial_006,14,agent,What day are you planning to travel?,2,0,
190,dialseg711_dial_006,15,user,I would like to travel on Friday.,2,0,
191,dialseg711_dial_006,16,agent,I'm sorry I dont' have any trains for that day. Would you like to leave at a different time?,2,0,
192,dialseg711_dial_006,17,user,I will be leaving from Cambridge on Friday.,2,0,
193,dialseg711_dial_006,18,agent,The earliest train I have is at 09:00. Is that ok?,2,0,
194,dialseg711_dial_006,19,user,"That's fine. Can you give me the arrival time, travel time, and train ID please?",2,0,
195,dialseg711_dial_006,20,agent,TR2000 takes 51 minutes to arrive at by 9:51. Would you like me to reserve this for you?,2,1,
196,dialseg711_dial_006,21,user,Will it be hail in Cleveland on Sunday?,3,0,
197,dialseg711_dial_006,22,agent,There will not be hail in Cleveland on Sunday.,3,1,
198,dialseg711_dial_006,23,user,I am looking for a place to stay. The hotel should have a star of 2 and should be in the moderate price range,4,0,
199,dialseg711_dial_006,24,agent,There are two such hotels in the north area. The first is the ashley hotel and the second is the lovell lodge. Do you have a preference?,4,0,
200,dialseg711_dial_006,25,user,"I don't have a preference, actually. Which one do you recommend?",4,0,
201,dialseg711_dial_006,26,agent,"They both have internet and parking, so it is really up to you.",4,0,
202,dialseg711_dial_006,27,user,"I choose the ashley hotel. What is their address, please?",4,0,
203,dialseg711_dial_006,28,agent,The number for the Ashley Hotel is 01223350059. Can I book that for you?,4,0,
204,dialseg711_dial_006,29,user,"No, I just need the address.",4,0,
205,dialseg711_dial_006,30,agent,That hotel is located at 74 chesterton road.,4,0,
206,dialseg711_dial_007,1,user,does the forecast say it will snow,0,0,
207,dialseg711_dial_007,2,agent,What city do you want to know the forecast for?,0,0,
208,dialseg711_dial_007,3,user,Will it snow in Seattle today?,0,0,
209,dialseg711_dial_007,4,agent,It will not snow in Seattle today.,0,1,
210,dialseg711_dial_007,5,user,I am looking for a mexican restaurant in the centre.,1,0,
211,dialseg711_dial_007,6,agent,"I'm sorry, there aren't any Mexican restaurants in the centre of town. Would you like to try a different cuisine?",1,0,
212,dialseg711_dial_007,7,user,How about an Indian restaurant then?,1,0,
213,dialseg711_dial_007,8,agent,There is the curry garden which serves indian food in the centre. Would you like to make a booking?,1,0,
214,dialseg711_dial_007,9,user,"Oh, no, but I do need the postcode address and number.",1,0,
215,dialseg711_dial_007,10,agent,Curry Garden's phone number is 01223302330. They are located at 106 Regent Street City Centre. The postcode is cb21dp. Would you like me to book you a table?,1,0,
216,dialseg711_dial_007,11,user,"No really, I don't need a booking.",1,0,
217,dialseg711_dial_007,12,agent,No problem. Is there anything else I can help you with today?,1,1,
218,dialseg711_dial_007,13,user,I need to schedule a taxi to da vinci pizzeria from tandoori palace.,2,0,
219,dialseg711_dial_007,14,agent,"Ok, what time do you want to leave by?",2,0,
220,dialseg711_dial_007,15,user,I would like to leave after 22:15.,2,0,
221,dialseg711_dial_007,16,agent,"Booking completed! A blue volvo will be picking you up, the Contact number is: 07185148788.",2,0,
222,dialseg711_dial_007,17,user,Ok thank you!,2,0,
223,dialseg711_dial_007,18,agent,"You're welcome, do you need any further assistance?",2,1,
224,dialseg711_dial_007,19,user,I would like to try saigon city.,3,0,
225,dialseg711_dial_007,20,agent,Great choice. When can I make the reservation for?,3,0,
226,dialseg711_dial_007,21,user,5 people on a Wednesday at 19:45.,3,0,
227,dialseg711_dial_007,22,agent,You got it. Here is your reference number: P9D58C0O.,3,1,
228,dialseg711_dial_007,23,user,Will it be misty in Redwood City during the upcoming seven day period?,4,0,
229,dialseg711_dial_007,24,agent,There is no mist in the forecast for Redwood City over the next 7 days.,4,0,
230,dialseg711_dial_008,1,user,"Hi, can you help me find a guesthouse? I need free parking.",0,0,
231,dialseg711_dial_008,2,agent,I found 21 results. What side of town would you like?,0,0,
232,dialseg711_dial_008,3,user,I would prefer the north side of town please.,0,0,
233,dialseg711_dial_008,4,agent,"There are quite a lot of them in that area. Do you have a price range in mind, or a particular star rating you'd like me to look for?",0,0,
234,dialseg711_dial_008,5,user,"Not really. I just need a hotel that can accommodate 6 people for 5 nights, starting Sunday.",0,0,
235,dialseg711_dial_008,6,agent,"Unfortunately, booking within your criteria was unsuccessful at all hotels. Could you change your number of days?",0,0,
236,dialseg711_dial_008,7,user,"Would you try 1 night for 6 people on Sunday, please?",0,0,
237,dialseg711_dial_008,8,agent,I have you booked at acorn guest house. Reference number is: IDAIIS1T.,0,0,
238,dialseg711_dial_008,9,user,Brilliant! Thank you.,0,0,
239,dialseg711_dial_008,10,agent,Is there anything else I can help you with today?,0,1,
240,dialseg711_dial_008,11,user,Find a parking garage.,1,0,
241,dialseg711_dial_008,12,agent,There is 2 local parking garage's; both are 3 miles away. Palo Alto Garage has moderate traffic and Stanford Oval has no traffic. Which one do you prefer?,1,0,
242,dialseg711_dial_008,13,user,Stanford Oval please.,1,0,
243,dialseg711_dial_008,14,agent,"Alright, Stanford Oval Parking is located at 610 Amarillo Ave",1,1,
244,dialseg711_dial_008,15,user,Will it be dry in Fresno on Sunday?,2,0,
245,dialseg711_dial_008,16,agent,"No, on Sunday in Fresno there will be a blizzard.",2,1,
246,dialseg711_dial_008,17,user,Can you give me the contact info for the nearest police station?,3,0,
247,dialseg711_dial_008,18,agent,"Sure! The Parkside Police Station is located at Parkside, Cambridge and can be reached at 01223358966.",3,1,
248,dialseg711_dial_008,19,user,"Hello, I'm looking for a train to get me to london kings cross.",4,0,
249,dialseg711_dial_008,20,agent,Ok. Will you be departing from Cambridge?,4,0,
250,dialseg711_dial_008,21,user,"Yes, Cambridge and I want to leave on Sunday. I need travel time",4,0,
251,dialseg711_dial_008,22,agent,Travel time is 51 minutes. What time were you hoping to leave?,4,0,
252,dialseg711_dial_008,23,user,I would like to leave after 13:45.,4,0,
253,dialseg711_dial_008,24,agent,There is a train that leaves at 15:00 would you like me to book that train for you?,4,0,
254,dialseg711_dial_008,25,user,"No thanks, I just needed the travel time for the train departing at 15:00.",4,0,
255,dialseg711_dial_008,26,agent,The travel time for TR 9386 is 51 minutes.,4,0,
256,dialseg711_dial_009,1,user,"Yes, I'd like to book three nights, for three people, at the Worth House hotel.",0,0,
257,dialseg711_dial_009,2,agent,What day will you be checking in?,0,0,
258,dialseg711_dial_009,3,user,I would be arriving Sunday.,0,0,
259,dialseg711_dial_009,4,agent,Ok. The booking was successful. Your reference number is M15ZT8QM.,0,1,
260,dialseg711_dial_009,5,user,I need to book a taxi to take me from Mumford Theatre to go to Darry's Cookhouse and Wine Shop.,1,0,
261,dialseg711_dial_009,6,agent,"Ok, what time do you want to leave?",1,0,
262,dialseg711_dial_009,7,user,I need to get there by 24:45.,1,0,
263,dialseg711_dial_009,8,agent,"Your booking is complte, a grey lexus will pick you up. The contact number is 07486674737. Do you need any further assistance?",1,1,
264,dialseg711_dial_009,9,user,Could I ask for your help in finding a guesthouse to put my friends up in nearby?,2,0,
265,dialseg711_dial_009,10,agent,Of course! Cambridge boasts many wonderful guesthouses. What did you have in mind?,2,0,
266,dialseg711_dial_009,11,user,"Some place moderately priced, with free wifi.",2,0,
267,dialseg711_dial_009,12,agent,I have 14 options spread out all over town. Do you have a preference as to the area you want to stay?,2,0,
268,dialseg711_dial_009,13,user,I don't have a preference. Which one looks best to you?,2,0,
269,dialseg711_dial_009,14,agent,The A and B Guest House is on the east side of town and has 4 stars. Would you like me to book it for you?,2,0,
270,dialseg711_dial_009,15,user,"No thank you, that is all I needed. Have a great day!",2,0,
271,dialseg711_dial_009,16,agent,You're welcome. Please contact us if you need more information or would like to make a reservation. Have a wonderful day!,2,1,
272,dialseg711_dial_009,17,user,"Hello, I need information on the parkside police station.",3,0,
273,dialseg711_dial_009,18,agent,"The phone number for Parkside Police Station is 01223358966, address Parkside, Cambridge, CB11JG.",3,0,
274,dialseg711_dial_009,19,user,"amazing, thanks for your help",3,0,
275,dialseg711_dial_009,20,agent,Do you want me to call 911?,3,1,
276,dialseg711_dial_009,21,user,I would like to book a taxi from the hamilton lodge to restaurant one seven.,4,0,
277,dialseg711_dial_009,22,agent,"Ok, what time do you want to leave.",4,0,
278,dialseg711_dial_009,23,user,I'd like to arrive by 21:30.,4,0,
279,dialseg711_dial_009,24,agent,Booking completed! Anything else I can help with today? Booked car type : grey volkswagen Contact number : 07966585521,4,0,
280,dialseg711_dial_010,1,user,I'm looking for a cheap place to dine. I want it to be on the west side of town.,0,0,
281,dialseg711_dial_010,2,agent,"There are two cheap restaurants on the west side, one Italian and one Vietnamese. Do you have a preference?",0,0,
282,dialseg711_dial_010,3,user,Shucks. No Polish?,0,0,
283,dialseg711_dial_010,4,agent,"No, sorry we have no cheap Polish restaurants in the west of town, would you like me to look in a different area or price range?",0,0,
284,dialseg711_dial_010,5,user,I suppose Italian might suffice. Do you have any listings for cheap Italian restaurants on the west side?,0,0,
285,dialseg711_dial_010,6,agent,I do have la margherita that meets your requests. Would you like me to book a table for you?,0,0,
286,dialseg711_dial_010,7,user,"no, but could you please give me the address and the phone number?",0,0,
287,dialseg711_dial_010,8,agent,Certainly. La Margherita is located at 15 Magdalene Street City Centre and their phone number is 01223315232. Is there anything else I can help you with today?,0,1,
288,dialseg711_dial_010,9,user,"Are there any places that offer rooms in the north that also give free wifi, or do you have to go to other parts of town for that?",1,0,
289,dialseg711_dial_010,10,agent,which has free wifi?,1,0,
290,dialseg711_dial_010,11,user,The hotel should include free wifi,1,0,
291,dialseg711_dial_010,12,agent,"There are twelve options fitting your description, sir. What price range are you interested in?",1,0,
292,dialseg711_dial_010,13,user,The hotel should have a star of 3 and doesn't need to have free parking.,1,0,
293,dialseg711_dial_010,14,agent,How about hamilton lodge? It looks lovely.,1,0,
294,dialseg711_dial_010,15,user,Perfect. What's the price range and postcode?,1,0,
295,dialseg711_dial_010,16,agent,It is moderately priced and the postcode is cb41da.,1,1,
296,dialseg711_dial_010,17,user,When is my doctor's appointment?,2,0,
297,dialseg711_dial_010,18,agent,Your doctor's appointment is Monday at 1 pm.,2,1,
298,dialseg711_dial_010,19,user,I need a 4 star hotel on the north side.,3,0,
299,dialseg711_dial_010,20,agent,"I have 7 moderately priced properties in the north with 4 stars, and 1 cheap one. Do you have a preference for price?",3,0,
300,dialseg711_dial_010,21,user,Is there anything in the expensive price range?,3,0,
301,dialseg711_dial_010,22,agent,"No, I'm sorry, there is not.",3,0,
302,dialseg711_dial_010,23,user,How about just moderate?,3,0,
303,dialseg711_dial_010,24,agent,"Yes, there are 7 properties fitting that description and they are all guesthouses. Would you like to book one?",3,0,
304,dialseg711_dial_010,25,user,"Yes, which one do you suggest?",3,0,
305,dialseg711_dial_010,26,agent,Avalon is my favorite. When do you want to stay?,3,0,
306,dialseg711_dial_010,27,user,Can you book it for 4 people and 4 nights starting from saturday?,3,0,
307,dialseg711_dial_010,28,agent,Booked! Your reference number is HWZZ651R. Is there anything else you need?,3,1,
