,dial_id,turn_id,role,utterance,topic_id,segmentation_label,da
53,tiage_dial_004,10,agent,do you have any pets ?,3,0,
54,tiage_dial_004,11,user,i have a cat . his name is spook . what about you ?,3,0,
55,tiage_dial_004,12,agent,i have a turtle . i named him leo,3,0,
56,tiage_dial_004,13,user,that is cool . how did you get a turtle ?,3,0,
57,tiage_dial_004,14,agent,my best friend got it for me . he lives across he street,3,1,
58,tiage_dial_004,15,user,that was sweet of him . do you like music ?,4,0,
59,tiage_dial_004,16,agent,i like what barney sings !,4,0,
60,tiage_dial_004,17,user,"you may not know them , but the who is a great band !",4,0,
61,tiage_dial_004,18,user,daddy listens to them all the time !,4,1,
62,tiage_dial_005,1,user,hi . i do not like working as a car salesman .,0,1,
63,tiage_dial_005,2,agent,i recently broke my arm so i am not working,1,0,
64,tiage_dial_005,3,user,what happened ? it is hard to do anything with a broken arm .,1,0,
65,tiage_dial_005,4,agent,i blame my skateboarding friends,1,1,
66,tiage_dial_005,5,user,do you think 40 is too old to go back to school ?,2,0,
67,tiage_dial_005,6,agent,"yes , you should retire and learn to knit",2,1,
68,tiage_dial_005,7,user,no money . once i get paid my wife goes shopping . never get married .,3,0,
69,tiage_dial_005,8,agent,"good advise , thank you for that",3,1,
70,tiage_dial_005,9,user,where do you work ?,4,0,
71,tiage_dial_005,10,agent,i try to avoid working at all,4,0,
72,tiage_dial_005,11,user,it is hard for me . i do not like telling people to buy something .,4,1,
73,tiage_dial_005,12,agent,i just want to live free,5,0,
74,tiage_dial_005,13,user,nothing is free . unless you win the lottery .,5,0,
75,tiage_dial_005,14,agent,it could happen one day,5,1,
76,tiage_dial_005,15,user,are you married or are you at home with your parents ?,6,0,
77,tiage_dial_005,16,user,anything is possible right ?,6,1,
78,tiage_dial_006,1,user,"hi , i am taking a break from studying my computer programming",0,0,
79,tiage_dial_006,2,agent,"what is computer programming , i am new to the united states .",0,0,
80,tiage_dial_006,3,user,i am from india so i understand . it is telling computers how to run programs,0,1,
81,tiage_dial_006,4,agent,"cool , i was born in somalia , but my aunt helped me escape .",1,0,
82,tiage_dial_006,5,user,that was nice of her ! my aunt taught me how to swim,1,0,
83,tiage_dial_006,6,agent,"i had to get away , i was forced to marry young , but now i am happy",1,0,
84,tiage_dial_006,7,user,did you take your spouse with you ?,1,0,
85,tiage_dial_006,8,agent,"no , i had to escape him . it was not fun times .",1,0,
86,tiage_dial_006,9,user,i am sorry . i am glad you are safe now,1,1,
87,tiage_dial_006,10,agent,"thank you , do you do anything in your free time ?",2,0,
88,tiage_dial_006,11,user,i love death metal music . i listen and write some too .,2,0,
89,tiage_dial_006,12,agent,"death metal , is that the music you get whip lash from ?",2,1,
90,tiage_dial_006,13,user,yeah ! i also coach competitive swimming .,3,0,
91,tiage_dial_006,14,user,swimming is fun ! have you met any olympians ?,3,1,
92,tiage_dial_007,1,user,hi there how are you tonight ?,0,0,
93,tiage_dial_007,2,agent,i am tired from milking the cows .,0,0,
94,tiage_dial_007,3,user,well i know i am strong for a 100 but i do not think i can do that,0,0,
95,tiage_dial_007,4,agent,100 ? ! that is older then my dad ! would you make your son milk cows ?,0,0,
96,tiage_dial_007,5,user,yea because i sure cant do it,0,1,
97,tiage_dial_007,6,agent,i would rather be coloring in my books ! do you like sports ?,1,0,
98,tiage_dial_007,7,user,yes i have love baseball all my life,1,1,
99,tiage_dial_007,8,agent,i like to watch hockey with my dad . do you have any kids ?,2,0,
100,tiage_dial_007,9,user,yes 8 kids 24 grandkids and counting,2,1,
101,tiage_dial_007,10,agent,wow ! i can not even count that high ! i have a pet though . do you ?,3,0,
102,tiage_dial_007,11,user,no but i should i heard they are great companions,3,1,
103,tiage_dial_007,12,agent,dad got me a german sheperd to help on the farm . where do you live ?,4,0,
104,tiage_dial_007,13,user,in california but i want to move to france,4,0,
105,tiage_dial_007,14,agent,france is a long ways away ! will you drive there ?,4,0,
106,tiage_dial_007,15,user,no way i would die on the way il fly there,4,1,
107,tiage_dial_007,16,user,"do they let people as old as you on planes , mister ?",5,1,
108,tiage_dial_008,1,user,what do you do in your spare time ?,0,0,
109,tiage_dial_008,2,agent,"i recently quit my job , moved in to monastery to pursue my spirituality .",0,0,
110,tiage_dial_008,3,user,that is incredibly brilliant . congratulations,0,0,
111,tiage_dial_008,4,agent,"i appreciate that . are you a spiritual person , may i ask ?",0,0,
112,tiage_dial_008,5,user,yes i am actually . i became very close to god after surviving cancer,0,0,
113,tiage_dial_008,6,agent,you are amazing . thank you for sharing .,0,0,
114,tiage_dial_008,7,user,you are as well . an inspiration . i must remember you when training my clients,0,0,
115,tiage_dial_008,8,agent,what is it that you do ?,0,0,
116,tiage_dial_008,9,user,i actually just started as a life coach,0,0,
117,tiage_dial_008,10,agent,peace be with you as you embark on your new journey,0,0,
118,tiage_dial_008,11,user,thank you . that means a lot to me,0,1,
119,tiage_dial_008,12,agent,"live in he wilderness of alaska now , we do not have many life coaches here .",1,0,
120,tiage_dial_008,13,user,it is very much needed . people need guidance,1,1,
121,tiage_dial_008,14,agent,i agree fully . do you believe in meditation ? my meditation time has brought me much peace,2,0,
122,tiage_dial_008,15,user,i meditate right before i run a big marathon and it helps me keep my stamina .,2,0,
123,tiage_dial_008,16,user,"good for you ! i have never ran a marathon , but i certainly admire your determination !",2,1,
124,tiage_dial_009,1,user,hello how are you this fine day ?,0,0,
125,tiage_dial_009,2,agent,i am good ! counting the days till i can move out . and you ?,0,0,
126,tiage_dial_009,3,user,"i am playing some role playing games online today . i love the internet , probably too much !",0,0,
127,tiage_dial_009,4,agent,my job at burger king is taking away all of my video game time .,0,0,
128,tiage_dial_009,5,user,i work in fast food also .,0,0,
129,tiage_dial_009,6,agent,my coworkers are always complaining i burn the burgers . you are not my parents !,0,0,
130,tiage_dial_009,7,user,i tried to go to school to be a vet . i hated it !,0,1,
131,tiage_dial_009,8,agent,do you drink or do drugs ?,1,1,
132,tiage_dial_009,9,user,i do not . do you dye your hair ? i do every 3 months .,2,0,
133,tiage_dial_009,10,agent,"ok good . but why dye your hair ? that is , like , drugs for your hair .",2,0,
134,tiage_dial_009,11,user,i love to dye it blue . red reminds me of blood and i faint from that !,2,0,
135,tiage_dial_009,12,agent,blue ! ? blue ! ? i hate blue ! ree ! ! !,2,0,
136,tiage_dial_009,13,user,what color should i dye it ?,2,0,
137,tiage_dial_009,14,agent,"black , like my soul . i am very depressed from working at burger king .",2,0,
138,tiage_dial_009,15,user,that is deep . i could do black . my natural hair color is blond .,2,0,
139,tiage_dial_009,16,user,blond is perfectly fine . you should just keep it like that .,2,1,
140,tiage_dial_010,1,user,"hello , how are you doing today ?",0,1,
141,tiage_dial_010,2,agent,okay . i go to school . i like disney world .,1,0,
142,tiage_dial_010,3,user,oh i love disney world . it has a beach nearby and i love the beach .,1,1,
143,tiage_dial_010,4,agent,do you like playing on the swings at the playground ?,2,1,
144,tiage_dial_010,5,user,i normally do not go to the playgrounds much anymore . how old are you ?,3,0,
145,tiage_dial_010,6,agent,i am nine years old . how old are you ?,3,0,
146,tiage_dial_010,7,user,oh ! i am 27 years old . i am also an elementary school teacher .,3,1,
147,tiage_dial_010,8,agent,what grade do you teach ? i am in third . do you like mickey mouse ?,4,0,
148,tiage_dial_010,9,user,i teach 4th grade . i love mickey mouse . i decorate my classroom with him,4,0,
149,tiage_dial_010,10,agent,i bet you would love disney world . do you ever go ?,4,0,
150,tiage_dial_010,11,user,someday i would like to . i am saving up . have you ever been ?,4,0,
151,tiage_dial_010,12,agent,every year . i am lucky . would you like to go with me ?,4,0,
152,tiage_dial_010,13,user,oh that is a sweet offer . you have to ask your parents first !,4,0,
153,tiage_dial_010,14,agent,my dad will take you . he has lot of money . where are your vacations ?,4,0,
154,tiage_dial_010,15,user,i do not take many . i play board games mostly . . . teachers do not make much money,4,1,
155,tiage_dial_010,16,user,i will ask my dad . do you play video games ? i like them .,5,1,
156,tiage_dial_011,1,user,hello ! how are you doing today ?,0,0,
157,tiage_dial_011,2,agent,hi . i am doing great . thanks for asking . and you ?,0,0,
158,tiage_dial_011,3,user,i am doing great ! i am just building a model house,0,0,
159,tiage_dial_011,4,agent,cool . i volunteer at various places at the moment,0,0,
160,tiage_dial_011,5,user,"that is nice , what places ?",0,0,
161,tiage_dial_011,6,agent,"church , high school tutoring , publishing houses",0,1,
162,tiage_dial_011,7,user,i work part time because i cant leave my cats alone long,1,0,
163,tiage_dial_011,8,agent,wow . how many cats do you have ?,1,0,
164,tiage_dial_011,9,user,i have a total of 5 cats,1,1,
165,tiage_dial_011,10,agent,nice . what do you think of someone growing up poor ?,2,0,
166,tiage_dial_011,11,user,i honestly think it makes them a better person,2,0,
167,tiage_dial_011,12,agent,well i asked because i grew up poor during several periods,2,0,
168,tiage_dial_011,13,user,i am sorry to hear . at least your living !,2,1,
169,tiage_dial_011,14,agent,"yes , it is well . enough about me . how about your favorite past times ?",3,0,
170,tiage_dial_011,15,user,i just like to spend time with my cats,3,1,
171,tiage_dial_011,16,user,ok . what about favorite foods ? cheeseburgers ?,4,1,
172,tiage_dial_012,1,user,"hey , what are you planning for today ?",0,0,
173,tiage_dial_012,2,agent,"oh not much , my name is heather and just looking to chat with people",0,0,
174,tiage_dial_012,3,user,"i like chatting too , it is how i got homecoming queen talking to everyone",0,1,
175,tiage_dial_012,4,agent,what is your name and do you have any hobbies ?,1,0,
176,tiage_dial_012,5,user,"kris , i run , training to run a k , how about yourself any hobbies ?",1,1,
177,tiage_dial_012,6,agent,"ha , ha that is funny my husband was homecoming king in high school",2,1,
178,tiage_dial_012,7,user,how long are you married ? did you go to college ?,3,1,
179,tiage_dial_012,8,agent,i like books . not much time now that i am going to have a baby,4,0,
180,tiage_dial_012,9,user,"oh congrats ! i read a lot need , the a hope to be a physical therapist",4,0,
181,tiage_dial_012,10,agent,"i got my degree from college , i have been married for 3 years",4,0,
182,tiage_dial_012,11,user,"cool , i want so badly to finish high school and go to college",4,1,
183,tiage_dial_012,12,agent,so how old are you kris ?,5,0,
184,tiage_dial_012,13,user,"17 , but feels older . how about you ?",5,0,
185,tiage_dial_012,14,agent,do not be so eager to grow up its not as fun as you may think,5,0,
186,tiage_dial_012,15,user,i know but you get to make your own decisions,5,0,
187,tiage_dial_012,16,user,i am 27 and wish i was 17 again ha ha,5,1,
188,tiage_dial_013,1,user,hey ! how are you doing today ?,0,0,
189,tiage_dial_013,2,agent,hi ! doing great . where are you from ?,0,0,
190,tiage_dial_013,3,user,i am from the south in the us . what about you ?,0,0,
191,tiage_dial_013,4,agent,i live in hawaii and i work from home .,0,1,
192,tiage_dial_013,5,user,beautiful place . i have a dog walking business . do you have pets ?,1,0,
193,tiage_dial_013,6,agent,it is . i love it here . i have 2 dogs they love it here too .,1,0,
194,tiage_dial_013,7,user,good to talk to a fellow dog lover ! we have three .,1,1,
195,tiage_dial_013,8,agent,awesome ! will you dress them up for halloween ?,2,0,
196,tiage_dial_013,9,user,"yeah , we will go all out this year ! do you have any plans ?",2,0,
197,tiage_dial_013,10,agent,we are gonna watch a bunch of horror movies . have you seen the new it ?,2,0,
198,tiage_dial_013,11,user,"have not gotten the chance , maybe this week . you a big horror movie buff ?",2,0,
199,tiage_dial_013,12,agent,horror movies are my favorite !,2,0,
200,tiage_dial_013,13,user,perfect time of the year for them !,2,0,
201,tiage_dial_013,14,user,"my thoughts exactly . nice chatting , have a great day !",2,1,
202,tiage_dial_014,1,user,what do you do for work ?,0,0,
203,tiage_dial_014,2,agent,"i am a school teacher , who about you ?",0,0,
204,tiage_dial_014,3,user,i work on my parents farm,0,0,
205,tiage_dial_014,4,agent,i bet that is hard work,0,0,
206,tiage_dial_014,5,user,"it is , but its a lifestyle",0,1,
207,tiage_dial_014,6,agent,true do you have any hobbies outside of the farm ?,1,0,
208,tiage_dial_014,7,user,"i love listening to country music , its the best genre",1,0,
209,tiage_dial_014,8,agent,i love photography and foreign language,1,0,
210,tiage_dial_014,9,user,those sound like fun hobbies,1,0,
211,tiage_dial_014,10,agent,they are very simple but enjoyable,1,1,
212,tiage_dial_014,11,user,do you have any pets ?,2,0,
213,tiage_dial_014,12,agent,"unfortunately no , do you have any ?",2,0,
214,tiage_dial_014,13,user,"yes , a cow . it seems strange , but they are the best pets !",2,0,
215,tiage_dial_014,14,user,now that is unusual but interesting .,2,1,
216,tiage_dial_015,1,user,hi how are you today,0,0,
217,tiage_dial_015,2,agent,i am doing well how about you ?,0,0,
218,tiage_dial_015,3,user,doing good just waiting on the baby birth,0,0,
219,tiage_dial_015,4,agent,aww congratulations . it must be exciting .,0,0,
220,tiage_dial_015,5,user,we are having triplets so very excited,0,0,
221,tiage_dial_015,6,agent,ow wow now that will be hard task,0,0,
222,tiage_dial_015,7,user,yeah do you have kids ?,0,0,
223,tiage_dial_015,8,agent,no i sadly do not . i never been one to hold a steady relationship,0,0,
224,tiage_dial_015,9,user,i just got remarried with step children,0,0,
225,tiage_dial_015,10,agent,and now you are having triplets . now that will be a huge family,0,1,
226,tiage_dial_015,11,user,and i work at a school so kids everywhere,1,0,
227,tiage_dial_015,12,agent,are you a teacher ? or work in administration ?,1,0,
228,tiage_dial_015,13,user,i am a teacher where do you work ?,1,0,
229,tiage_dial_015,14,agent,i am self employed . what subject do you teach,1,0,
230,tiage_dial_015,15,user,i teach early childhood,1,0,
231,tiage_dial_015,16,user,that is cool . my mother is actually the chair of and education department,1,1,
232,tiage_dial_016,1,user,hello . how is it going today ?,0,0,
233,tiage_dial_016,2,agent,"good , studying the lsat today . how about you ?",0,0,
234,tiage_dial_016,3,user,i am good . i have a big home library if you are interested .,0,1,
235,tiage_dial_016,4,agent,really ? i am wanting to be an attorney . where are you from,1,0,
236,tiage_dial_016,5,user,new mexico . i am a tour guide at a local museum there .,1,0,
237,tiage_dial_016,6,agent,i used to live in nm ! i lived in a small town outside abq .,1,0,
238,tiage_dial_016,7,user,cool . i love living here . i am partially deaf and people are understanding .,1,1,
239,tiage_dial_016,8,agent,"they are . we had horses , do you ride ?",2,1,
240,tiage_dial_016,9,user,no . i prefer to hang out in the mall . i love drinking fancy tea .,3,0,
241,tiage_dial_016,10,agent,"tea i am more of a coffee gal , have to study late .",3,0,
242,tiage_dial_016,11,user,"that makes sense . soon you will be a lawyer , right ?",3,1,
243,tiage_dial_016,12,agent,"i hope , have to get good scores first . how is your museum ?",4,0,
244,tiage_dial_016,13,user,it is a small one but we get quite a lot of visitors because entrance is free .,4,0,
245,tiage_dial_016,14,user,"neat . i grew up with horses , is there anything about horses there ?",4,1,
246,tiage_dial_017,1,user,hi . do you like country music ?,0,0,
247,tiage_dial_017,2,agent,it is ok . i prefer rock,0,0,
248,tiage_dial_017,3,user,i am a country singer . i wish i was a rock singer though .,0,0,
249,tiage_dial_017,4,agent,that is cool . are you famous ?,0,0,
250,tiage_dial_017,5,user,"yes , but due to my record contract , i cannot tell you my name . are you famous ?",0,0,
251,tiage_dial_017,6,agent,only at my high school . i just won homecoming queen actually,0,0,
252,tiage_dial_017,7,user,congratulations . i did not go to school because of my musical career . is your crown nice ?,0,1,
253,tiage_dial_017,8,agent,it is gorgeous ! what do you do for fun ?,1,0,
254,tiage_dial_017,9,user,go to national parks . think about what i missed out on in high school . you ?,1,0,
255,tiage_dial_017,10,agent,i run all the time . i want to run a 10k one day .,1,0,
256,tiage_dial_017,11,user,i believe in you . are you on the track team ?,1,0,
257,tiage_dial_017,12,agent,yes i am . but i want to be a physical therapist when i am an adult,1,0,
258,tiage_dial_017,13,user,i want to be a rock singer .,1,0,
259,tiage_dial_017,14,user,you should go for it !,1,1,
260,tiage_dial_018,1,user,hello ! how are you doing today ?,0,0,
261,tiage_dial_018,2,agent,i am great . third grade is tiring though even though i do not have any responsibilities .,0,1,
262,tiage_dial_018,3,user,"funny . well , beats being alone , recluse that i am .",1,0,
263,tiage_dial_018,4,agent,i am hermit . i am like mickey mouse without disney land .,1,0,
264,tiage_dial_018,5,user,oh . like me . i do not go out much because of my water allergy,1,0,
265,tiage_dial_018,6,agent,so i guess your name is not neptune .,1,1,
266,tiage_dial_018,7,user,no . adam . i am famous for my twitch streaming .,2,1,
267,tiage_dial_018,8,agent,i do not video games because i am always at the playground with all my classmates,3,1,
268,tiage_dial_018,9,user,it is fun ! i helped make starcraft . have you played it ?,4,0,
269,tiage_dial_018,10,agent,no . i have played halo it is fun .,4,1,
270,tiage_dial_018,11,user,indeed . now i am into building robots now though .,5,0,
271,tiage_dial_018,12,agent,robots may take over the world,5,0,
272,tiage_dial_018,13,user,sure . i am building one to be my body double . is that not fun ?,5,0,
273,tiage_dial_018,14,user,i wish there was two of me so i could be double trouble .,5,1,
274,tiage_dial_019,1,user,how are you doing today,0,0,
275,tiage_dial_019,2,agent,"i am good ! grading papers all day , you ?",0,0,
276,tiage_dial_019,3,user,i am alright just recording,0,0,
277,tiage_dial_019,4,agent,what are you recording ? that sounds interesting .,0,0,
278,tiage_dial_019,5,user,music in my studio my kids like it,0,0,
279,tiage_dial_019,6,agent,do you like the band up ? i saw them once .,0,0,
280,tiage_dial_019,7,user,i used to . i am into newer stuff now,0,0,
281,tiage_dial_019,8,agent,i cannot wait to go to the beach on vaca this year .,0,0,
282,tiage_dial_019,9,user,have you been there before,0,0,
283,tiage_dial_019,10,agent,i try to go every year with my parents . they were teachers too .,0,0,
284,tiage_dial_019,11,user,all in the family career wise nice,0,0,
285,tiage_dial_019,12,agent,"yeah , i followed in their footsteps .",0,0,
286,tiage_dial_019,13,user,you must have a lot to talk to them about,0,0,
287,tiage_dial_019,14,agent,sometimes . the little kids i teach always make or a good story .,0,0,
288,tiage_dial_019,15,user,i am sure that they do,0,1,
289,tiage_dial_019,16,user,what else do you enjoy ?,1,1,
290,tiage_dial_020,1,user,good evening from alabama ! where are you at ?,0,0,
291,tiage_dial_020,2,agent,"hi , i am in nevada . i am listening to country music .",0,1,
292,tiage_dial_020,3,user,"tacos are my favorite , do you have any great food trucks there ?",1,0,
293,tiage_dial_020,4,agent,"yes we do , i am a store manager and we sell really good tacos .",1,0,
294,tiage_dial_020,5,user,"my three sisters would love that . my brother , not so much .",1,1,
295,tiage_dial_020,6,agent,taylor swift walked into my store the other day ! it was awesome !,2,0,
296,tiage_dial_020,7,user,i am not fond of her . i think i would have escaped .,2,0,
297,tiage_dial_020,8,agent,really ? i cut my hair like hers short and brown .,2,0,
298,tiage_dial_020,9,user,i prefer metal . i do not like country at all .,2,0,
299,tiage_dial_020,10,agent,"i like metal too but the old school , like lyda ford .",2,0,
300,tiage_dial_020,11,user,i love her and ozzy in close your eyes . it is one of my favorites .,2,1,
301,tiage_dial_020,12,agent,oh man you hit the spot ! i play it loud in my nissan pathfinder .,3,0,
302,tiage_dial_020,13,user,i drive a jeep wrangler . i mix it up with tupac .,3,0,
303,tiage_dial_020,14,agent,california knows how to party !,3,0,
304,tiage_dial_020,15,user,"true that ! somewhere between psalms 31 and tupac is me , lol",3,0,
305,tiage_dial_020,16,user,i am more like john 316 and cypress hill .,3,1,
306,tiage_dial_021,1,user,"hello , how are you doing this afternoon ? do you like metal music ?",0,0,
307,tiage_dial_021,2,agent,i am good and no i like country,0,1,
308,tiage_dial_021,3,user,"i love america , i have only been here two years , i am from india .",1,0,
309,tiage_dial_021,4,agent,cool ! i have not traveled much since my transplant,1,0,
310,tiage_dial_021,5,user,"i am sorry , are you okay ?",1,0,
311,tiage_dial_021,6,agent,"i am yes , when i was born my heart was on the outside",1,0,
312,tiage_dial_021,7,user,what was that like ? i am a boring computer student .,1,0,
313,tiage_dial_021,8,agent,it was crazy growing up i could not play like most boys,1,0,
314,tiage_dial_021,9,user,that is so sad . i loved my childhood playing with my friends .,1,0,
315,tiage_dial_021,10,agent,"i bet , i learned to do magic like moving things with my mind",1,1,
316,tiage_dial_021,11,user,"that is very interesting , can you swim ?",2,0,
317,tiage_dial_021,12,agent,yes i enjoy swimming a lot,2,0,
318,tiage_dial_021,13,user,"i am a coach , if you need to brush up on your skills , let me know .",2,0,
319,tiage_dial_021,14,agent,"thank you for the offer , i could use some pointers",2,0,
320,tiage_dial_021,15,user,you are most welcome . we all must do our part to make the world better .,2,0,
321,tiage_dial_021,16,user,i agree with you ! i like helping at animal shelters,2,1,
322,tiage_dial_022,1,user,"i love to play guitar , i was only three when i started",0,0,
323,tiage_dial_022,2,agent,my parents were killed by a clown when i was three . i was then adopted,0,1,
324,tiage_dial_022,3,user,"hi , how are you ? do you like country music ? i am a singer .",1,0,
325,tiage_dial_022,4,agent,it is alright . i am more of a pop fan myself,1,0,
326,tiage_dial_022,5,user,"sad , i am sorry , did they every caught the clown ?",1,0,
327,tiage_dial_022,6,agent,no . now i get scared whenever i see one,1,0,
328,tiage_dial_022,7,user,"lets be happy and not think about that , i love national parks",1,0,
329,tiage_dial_022,8,agent,i recently got a job ! now i work at a gas station,1,1,
330,tiage_dial_022,9,user,do you like rascal flats ? they are my favorite band .,2,0,
331,tiage_dial_022,10,agent,not really . but my adopted dad likes them,2,0,
332,tiage_dial_022,11,user,now that is something happy to talk about ! i work in the industry,2,0,
333,tiage_dial_022,12,agent,what industry do you work in ?,2,1,
334,tiage_dial_022,13,user,"okay , so tell me more about yourself",3,0,
335,tiage_dial_022,14,agent,i am single . though my dad keeps setting me up on blind dates,3,0,
336,tiage_dial_022,15,user,"in the factory , that is what i mean",3,0,
337,tiage_dial_022,16,user,cool . what do you make ?,3,1,
338,tiage_dial_023,1,user,i am addicted to the internet that is why i want to work from home,0,0,
339,tiage_dial_023,2,agent,i love the internet it makes me think i can over take the world,0,0,
340,tiage_dial_023,3,user,it is a dream to work from home and play role play games,0,0,
341,tiage_dial_023,4,agent,yes i use to paint for job . but now i am a maid or housekeeper,0,0,
342,tiage_dial_023,5,user,"i know how you feel , i do not like being a veterinarian",0,0,
343,tiage_dial_023,6,agent,at 56 i am looking forward to retirement,0,0,
344,tiage_dial_023,7,user,do you see blood as a maid ? it makes me faint .,0,0,
345,tiage_dial_023,8,agent,i see just about everything no blood though .,0,0,
346,tiage_dial_023,9,user,"you are too young to retire , what you going to do ?",0,0,
347,tiage_dial_023,10,agent,i may visit my grown children since they never visit me .,0,1,
348,tiage_dial_023,11,user,"that is so good to know , it really scares me",1,1,
349,tiage_dial_023,12,agent,as a older woman i wish i could have plastic surgery .,2,1,
350,tiage_dial_023,13,user,"it is good that you visit them , you do your part",3,1,
351,tiage_dial_023,14,agent,i use to be wrinkle free but the years of time are not kind,4,0,
352,tiage_dial_023,15,user,why is that ? natural is beauty .,4,0,
353,tiage_dial_023,16,user,yes but it is hard to look at sagging skin and eyes,4,1,
354,tiage_dial_024,1,user,do you want to hear something strange ?,0,0,
355,tiage_dial_024,2,agent,sure ! i would love to ! what is it ?,0,0,
356,tiage_dial_024,3,user,i am due to have my fifth set of twins in two months !,0,1,
357,tiage_dial_024,4,agent,wow . my boyfriend would go crazy . we just moved into a house .,1,0,
358,tiage_dial_024,5,user,we just bought our first home . we were living in a two bedroom apartment before .,1,0,
359,tiage_dial_024,6,agent,nice . i enjoy taking walks around my neighbor hood .,1,0,
360,tiage_dial_024,7,user,i wish i had time for walks . my job at the bank keeps me busy .,1,1,
361,tiage_dial_024,8,agent,yeah . i get busy too . all i ever eat is hamburgers and french fries,2,0,
362,tiage_dial_024,9,user,oh my ! that is a poor diet .,2,0,
363,tiage_dial_024,10,agent,yah bi i never drink any soda . i do not like it,2,0,
364,tiage_dial_024,11,user,well that is good . i have not had soda since before i got pregnant .,2,0,
365,tiage_dial_024,12,agent,oh ok . good for you then !,2,1,
366,tiage_dial_024,13,user,we should go on a walk together sometime .,3,0,
367,tiage_dial_024,14,user,sure ! i would love that !,3,1,
368,tiage_dial_025,1,user,what do you like to do in your free time ?,0,0,
